ISIN;CH0030252883;CH0030252909
SYMBOL;SLI;SLIC
NAME;SLI®;SLIC
;Price;Total Return
YTD Perf.%;    12.130;    12.440;
Date;Close;Close
14.12.2007; 1319.19;   1495.83;
13.12.2007; 1314.59;   1490.61;
12.12.2007; 1345.23;   1525.36;
11.12.2007; 1344.84;   1524.92;
10.12.2007; 1349.60;   1530.31;
07.12.2007; 1335.82;   1514.68;
06.12.2007; 1326.94;   1504.62;
05.12.2007; 1325.12;   1502.56;
04.12.2007; 1304.80;   1479.51;
03.12.2007; 1313.65;   1489.55;
30.11.2007; 1331.04;   1509.27;
29.11.2007; 1309.83;   1485.22;
28.11.2007; 1297.27;   1470.97;
27.11.2007; 1259.75;   1428.43;
26.11.2007; 1255.55;   1423.67;
23.11.2007; 1256.17;   1424.37;
22.11.2007; 1234.49;   1399.79;
21.11.2007; 1228.05;   1392.49;
20.11.2007; 1264.62;   1433.95;
19.11.2007; 1254.13;   1422.06;
16.11.2007; 1291.85;   1464.83;
15.11.2007; 1310.23;   1485.67;
14.11.2007; 1320.18;   1496.95;
13.11.2007; 1301.15;   1475.37;
12.11.2007; 1296.36;   1469.94;
09.11.2007; 1295.87;   1469.39;
08.11.2007; 1322.43;   1499.51;
07.11.2007; 1336.14;   1515.06;
06.11.2007; 1351.40;   1532.36;
05.11.2007; 1340.78;   1520.31;
02.11.2007; 1354.24;   1535.57;
01.11.2007; 1371.91;   1555.61;
31.10.2007; 1391.08;   1577.35;
30.10.2007; 1376.16;   1560.43;
29.10.2007; 1385.87;   1571.44;
26.10.2007; 1376.44;   1560.75;
25.10.2007; 1368.50;   1551.74;
24.10.2007; 1359.22;   1541.22;
23.10.2007; 1370.14;   1553.60;
22.10.2007; 1360.10;   1542.22;
19.10.2007; 1377.48;   1561.93;
18.10.2007; 1391.19;   1577.47;
17.10.2007; 1397.69;   1584.85;
16.10.2007; 1394.87;   1581.64;
15.10.2007; 1412.83;   1602.01;
12.10.2007; 1415.50;   1605.03;
11.10.2007; 1418.94;   1608.94;
10.10.2007; 1409.67;   1598.43;
09.10.2007; 1403.18;   1591.06;
08.10.2007; 1394.06;   1580.73;
05.10.2007; 1387.84;   1573.67;
04.10.2007; 1382.73;   1567.88;
03.10.2007; 1385.85;   1571.42;
02.10.2007; 1380.50;   1565.36;
01.10.2007; 1369.38;   1552.74;
28.09.2007; 1354.79;   1536.20;
27.09.2007; 1347.29;   1527.70;
26.09.2007; 1342.44;   1522.20;
25.09.2007; 1335.56;   1514.39;
24.09.2007; 1348.71;   1529.30;
21.09.2007; 1347.32;   1527.73;
20.09.2007; 1344.80;   1524.87;
19.09.2007; 1361.32;   1543.60;
18.09.2007; 1320.80;   1497.66;
17.09.2007; 1306.46;   1481.39;
14.09.2007; 1320.62;   1496.42;
13.09.2007; 1336.84;   1514.80;
12.09.2007; 1325.26;   1501.67;
11.09.2007; 1316.14;   1491.34;
10.09.2007; 1300.50;   1473.61;
07.09.2007; 1311.52;   1486.11;
06.09.2007; 1337.07;   1515.06;
05.09.2007; 1338.91;   1517.13;
04.09.2007; 1359.30;   1540.24;
03.09.2007; 1346.24;   1525.44;
31.08.2007; 1345.56;   1524.67;
30.08.2007; 1326.26;   1502.80;
29.08.2007; 1317.42;   1492.79;
28.08.2007; 1314.11;   1489.04;
27.08.2007; 1334.44;   1512.08;
24.08.2007; 1326.17;   1502.70;
23.08.2007; 1320.42;   1496.18;
22.08.2007; 1316.44;   1491.68;
21.08.2007; 1293.49;   1465.67;
20.08.2007; 1292.70;   1464.78;
17.08.2007; 1281.41;   1451.99;
16.08.2007; 1266.61;   1435.21;
15.08.2007; 1311.59;   1486.18;
14.08.2007; 1305.45;   1479.23;
13.08.2007; 1322.13;   1498.12;
10.08.2007; 1305.55;   1479.33;
09.08.2007; 1342.97;   1521.74;
08.08.2007; 1370.01;   1552.38;
07.08.2007; 1337.04;   1515.01;
06.08.2007; 1324.41;   1500.70;
03.08.2007; 1333.29;   1510.77;
02.08.2007; 1349.38;   1528.20;
31.07.2007; 1366.95;   1548.10;
30.07.2007; 1338.32;   1515.68;
27.07.2007; 1337.10;   1514.30;
26.07.2007; 1340.14;   1517.74;
25.07.2007; 1375.61;   1557.91;
24.07.2007; 1396.61;   1581.69;
23.07.2007; 1410.03;   1596.19;
20.07.2007; 1409.14;   1595.18;
19.07.2007; 1420.00;   1607.48;
18.07.2007; 1401.11;   1586.08;
17.07.2007; 1422.36;   1610.14;
16.07.2007; 1434.13;   1623.47;
13.07.2007; 1428.67;   1617.29;
12.07.2007; 1424.69;   1612.79;
11.07.2007; 1418.00;   1605.21;
10.07.2007; 1422.70;   1610.53;
09.07.2007; 1432.75;   1621.91;
06.07.2007; 1426.14;   1614.43;
05.07.2007; 1420.71;   1608.28;
04.07.2007; 1428.83;   1617.47;
03.07.2007; 1420.27;   1607.78;
02.07.2007; 1412.69;   1599.20;
29.06.2007; 1413.16;   1599.74;
28.06.2007; 1401.45;   1586.48;
27.06.2007; 1384.46;   1567.25;
26.06.2007; 1392.64;   1576.51;
25.06.2007; 1404.34;   1589.75;
22.06.2007; 1410.10;   1596.27;
21.06.2007; 1419.17;   1606.53;
20.06.2007; 1436.69;   1626.36;
19.06.2007; 1432.87;   1622.05;
18.06.2007; 1436.05;   1625.64;
15.06.2007; 1435.97;   1625.55;
14.06.2007; 1420.09;   1607.58;
13.06.2007; 1395.54;   1579.59;
12.06.2007; 1399.54;   1584.12;
11.06.2007; 1407.24;   1592.83;
08.06.2007; 1393.29;   1577.05;
07.06.2007; 1391.70;   1575.25;
06.06.2007; 1410.40;   1596.41;
05.06.2007; 1434.32;   1623.49;
04.06.2007; 1446.18;   1636.91;
01.06.2007; 1452.13;   1643.65;
31.05.2007; 1439.44;   1629.28;
30.05.2007; 1426.21;   1614.31;
29.05.2007; 1430.47;   1619.13;
25.05.2007; 1428.20;   1616.56;
24.05.2007; 1426.78;   1614.95;
23.05.2007; 1439.65;   1629.52;
22.05.2007; 1429.63;   1618.17;
21.05.2007; 1432.78;   1621.24;
18.05.2007; 1434.70;   1623.41;
16.05.2007; 1421.94;   1608.97;
15.05.2007; 1422.97;   1609.76;
14.05.2007; 1420.65;   1607.13;
11.05.2007; 1423.42;   1610.27;
10.05.2007;1418.11;1604.26
09.05.2007;1422.20;1605.75
08.05.2007;1413.05;1595.42
07.05.2007;1426.75;1610.10
04.05.2007;1425.19;1607.85
03.05.2007;1417.21;1598.85
02.05.2007;1425.34;1607.31
30.04.2007;1424.71;1605.66
27.04.2007;1420.50;1600.92
26.04.2007;1430.51;1611.02
25.04.2007;1424.56;1604.32
24.04.2007;1415.08;1588.49
23.04.2007;1425.19;1599.84
20.04.2007;1421.71;1595.94
19.04.2007;1402.58;1574.16
18.04.2007;1408.22;1576.32
17.04.2007;1403.97;1571.56
16.04.2007;1409.24;1577.46
13.04.2007;1392.84;1559.10
12.04.2007;1382.17;1547.16
11.04.2007;1386.17;1551.64
10.04.2007;1387.77;1553.42
05.04.2007;1381.18;1543.89
04.04.2007;1373.89;1535.75
03.04.2007;1372.53;1533.82
02.04.2007;1355.78;1514.87
30.03.2007;1356.08;1515.20
29.03.2007;1354.65;1513.60
28.03.2007;1338.03;1494.89
27.03.2007;1352.46;1511.00
26.03.2007;1359.19;1518.53
23.03.2007;1369.50;1530.05
22.03.2007;1367.37;1527.67
21.03.2007;1347.06;1504.98
20.03.2007;1337.28;1493.64
19.03.2007;1331.67;1487.37
16.03.2007;1310.03;1463.20
15.03.2007;1310.38;1463.59
14.03.2007;1290.09;1440.93
13.03.2007;1330.84;1486.44
12.03.2007;1342.81;1499.09
09.03.2007;1345.75;1502.37
08.03.2007;1344.89;1498.88
07.03.2007;1330.72;1481.05
06.03.2007;1315.50;1464.12
05.03.2007;1300.70;1447.65
02.03.2007;1321.30;1470.57
01.03.2007;1319.75;1468.84
28.02.2007;1323.04;1472.50
27.02.2007;1338.04;1489.20
26.02.2007;1389.88;1546.89
23.02.2007;1390.22;1547.27
22.02.2007;1392.63;1549.96
21.02.2007;1386.19;1542.79
20.02.2007;1398.25;1556.22
19.02.2007;1403.65;1562.22
16.02.2007;1400.29;1558.49
15.02.2007;1397.85;1555.77
14.02.2007;1396.35;1554.10
13.02.2007;1388.09;1544.91
12.02.2007;1391.06;1548.21
09.02.2007;1398.87;1556.90
08.02.2007;1390.51;1547.60
07.02.2007;1399.42;1557.51
06.02.2007;1391.86;1549.10
05.02.2007;1390.03;1547.06
02.02.2007;1389.67;1546.67
01.02.2007;1382.39;1538.56
31.01.2007;1370.42;1525.24
30.01.2007;1370.49;1525.31
29.01.2007;1364.23;1518.35
26.01.2007;1354.99;1508.06
25.01.2007;1370.15;1524.94
24.01.2007;1373.24;1528.38
23.01.2007;1366.36;1520.72
22.01.2007;1367.67;1522.18
19.01.2007;1373.51;1528.68
18.01.2007;1366.26;1520.60
17.01.2007;1367.05;1521.48
16.01.2007;1360.47;1514.17
15.01.2007;1363.90;1517.98
12.01.2007;1353.34;1506.23
11.01.2007;1345.93;1497.98
10.01.2007;1327.99;1478.02
09.01.2007;1331.70;1482.14
08.01.2007;1324.32;1473.93
05.01.2007;1327.07;1476.99
04.01.2007;1332.39;1482.91
03.01.2007;1333.12;1483.73
29.12.2006;1313.44;1461.83
28.12.2006;1315.68;1464.31
27.12.2006;1318.71;1467.68
22.12.2006;1305.82;1453.34
21.12.2006;1312.88;1461.20
20.12.2006;1312.50;1460.78
19.12.2006;1306.42;1454.01
18.12.2006;1314.40;1462.89
15.12.2006;1305.99;1453.53
14.12.2006;1303.17;1450.39
13.12.2006;1292.28;1438.27
12.12.2006;1289.78;1435.49
11.12.2006;1281.68;1426.47
08.12.2006;1272.53;1416.29
07.12.2006;1275.11;1419.16
06.12.2006;1264.25;1407.07
05.12.2006;1255.14;1396.93
04.12.2006;1256.49;1398.44
01.12.2006;1246.35;1387.15
30.11.2006;1252.17;1393.63
29.11.2006;1263.75;1406.52
28.11.2006;1243.05;1383.48
27.11.2006;1251.77;1393.18
24.11.2006;1271.57;1415.22
23.11.2006;1288.16;1433.69
22.11.2006;1290.40;1436.17
21.11.2006;1288.44;1434.00
20.11.2006;1285.55;1430.79
17.11.2006;1282.69;1427.60
16.11.2006;1289.95;1435.67
15.11.2006;1288.93;1434.54
14.11.2006;1281.23;1425.98
13.11.2006;1281.27;1426.02
10.11.2006;1276.02;1420.18
09.11.2006;1279.08;1423.58
08.11.2006;1278.44;1422.87
07.11.2006;1285.92;1431.19
06.11.2006;1279.44;1423.98
03.11.2006;1262.92;1405.59
02.11.2006;1254.66;1396.40
01.11.2006;1254.32;1396.03
31.10.2006;1247.98;1388.97
30.10.2006;1255.51;1397.35
27.10.2006;1261.87;1404.42
26.10.2006;1258.56;1400.74
25.10.2006;1261.08;1403.54
24.10.2006;1253.28;1394.87
23.10.2006;1256.52;1398.47
20.10.2006;1250.28;1391.52
19.10.2006;1247.06;1387.94
18.10.2006;1240.76;1380.93
17.10.2006;1228.89;1367.72
16.10.2006;1242.70;1383.09
13.10.2006;1244.68;1385.29
12.10.2006;1245.42;1386.11
11.10.2006;1238.65;1378.59
10.10.2006;1236.19;1375.85
09.10.2006;1224.97;1363.36
06.10.2006;1222.89;1361.05
05.10.2006;1223.03;1361.20
04.10.2006;1212.13;1349.07
03.10.2006;1203.86;1339.86
02.10.2006;1204.45;1340.52
29.09.2006;1209.87;1346.55
28.09.2006;1206.73;1343.06
27.09.2006;1206.12;1342.38
26.09.2006;1202.02;1337.81
25.09.2006;1183.64;1317.36
22.09.2006;1187.33;1321.46
21.09.2006;1198.55;1333.95
20.09.2006;1190.46;1324.95
19.09.2006;1176.68;1309.61
18.09.2006;1180.17;1313.50
15.09.2006;1176.50;1308.45
14.09.2006;1171.84;1303.27
13.09.2006;1174.45;1306.17
12.09.2006;1168.86;1299.95
11.09.2006;1153.45;1282.81
08.09.2006;1160.73;1290.92
07.09.2006;1154.64;1284.14
06.09.2006;1165.74;1296.48
05.09.2006;1174.32;1306.02
04.09.2006;1174.70;1306.45
01.09.2006;1168.51;1299.57
31.08.2006;1164.04;1294.60
30.08.2006;1165.18;1295.86
29.08.2006;1161.80;1292.10
28.08.2006;1153.01;1282.33
25.08.2006;1151.74;1280.91
24.08.2006;1151.42;1280.55
23.08.2006;1150.63;1279.68
22.08.2006;1153.28;1282.62
21.08.2006;1151.18;1280.29
18.08.2006;1155.39;1284.97
17.08.2006;1159.07;1289.07
16.08.2006;1150.24;1279.25
15.08.2006;1143.93;1272.23
14.08.2006;1126.89;1253.27
11.08.2006;1115.51;1240.62
10.08.2006;1114.70;1239.72
09.08.2006;1122.16;1248.01
08.08.2006;1112.04;1236.76
07.08.2006;1111.60;1236.27
04.08.2006;1127.12;1253.53
03.08.2006;1115.57;1240.69
02.08.2006;1129.93;1256.17
31.07.2006;1132.30;1258.80
28.07.2006;1133.24;1259.85
27.07.2006;1121.26;1246.53
26.07.2006;1112.68;1236.99
25.07.2006;1104.86;1228.29
24.07.2006;1102.36;1225.52
21.07.2006;1080.41;1201.11
20.07.2006;1089.97;1211.74
19.07.2006;1081.61;1202.44
18.07.2006;1058.45;1176.71
17.07.2006;1065.48;1184.51
14.07.2006;1071.02;1190.68
13.07.2006;1083.57;1204.62
12.07.2006;1102.36;1225.52
11.07.2006;1096.35;1218.83
10.07.2006;1104.71;1227.18
07.07.2006;1097.72;1219.41
06.07.2006;1104.72;1227.19
05.07.2006;1098.98;1220.81
04.07.2006;1110.72;1233.85
03.07.2006;1109.51;1231.59
30.06.2006;1099.24;1220.18
29.06.2006;1082.34;1201.42
28.06.2006;1064.79;1181.94
27.06.2006;1061.57;1178.37
26.06.2006;1067.10;1184.51
23.06.2006;1071.56;1189.46
22.06.2006;1071.06;1188.90
21.06.2006;1064.76;1181.70
20.06.2006;1061.81;1178.43
19.06.2006;1057.65;1173.81
16.06.2006;1047.12;1162.12
15.06.2006;1051.44;1166.91
14.06.2006;1024.31;1136.82
13.06.2006;1020.93;1133.06
12.06.2006;1047.56;1162.61
09.06.2006;1062.70;1179.41
08.06.2006;1045.65;1160.49
07.06.2006;1080.55;1199.23
06.06.2006;1076.88;1195.16
02.06.2006;1106.42;1227.49
01.06.2006;1098.96;1219.22
31.05.2006;1097.60;1217.71
30.05.2006;1086.35;1205.22
29.05.2006;1111.37;1232.98
26.05.2006;1108.98;1230.33
24.05.2006;1076.35;1194.13
23.05.2006;1091.51;1210.54
22.05.2006;1062.49;1178.35
19.05.2006;1095.08;1214.50
18.05.2006;1093.66;1212.92
17.05.2006;1105.91;1226.50
16.05.2006;1140.62;1265.00
15.05.2006;1142.19;1265.75
12.05.2006;1161.25;1286.88
11.05.2006;1186.64;1315.02
10.05.2006;1187.13;1315.56
09.05.2006;1184.91;1313.10
08.05.2006;1182.26;1309.72
05.05.2006;1172.69;1298.79
04.05.2006;1157.59;1282.07
03.05.2006;1155.34;1277.15
02.05.2006;1168.39;1291.58
28.04.2006;1165.25;1288.10
27.04.2006;1171.75;1293.95
26.04.2006;1172.48;1294.76
25.04.2006;1166.66;1286.75
24.04.2006;1170.69;1291.20
21.04.2006;1171.98;1292.63
20.04.2006;1165.85;1285.86
19.04.2006;1161.95;1279.00
18.04.2006;1149.11;1264.54
13.04.2006;1155.03;1271.01
12.04.2006;1150.46;1265.98
11.04.2006;1157.55;1270.69
10.04.2006;1169.20;1283.47
07.04.2006;1172.84;1287.47
06.04.2006;1171.03;1285.49
05.04.2006;1170.30;1284.68
04.04.2006;1164.81;1278.66
03.04.2006;1167.26;1281.34
31.03.2006;1155.01;1267.89
30.03.2006;1158.57;1271.81
29.03.2006;1151.31;1263.84
28.03.2006;1148.72;1260.99
27.03.2006;1149.38;1261.54
24.03.2006;1156.72;1269.60
23.03.2006;1151.30;1263.64
22.03.2006;1155.50;1268.26
21.03.2006;1155.63;1267.71
20.03.2006;1157.31;1269.42
17.03.2006;1153.82;1265.59
16.03.2006;1148.60;1259.86
15.03.2006;1147.49;1258.64
14.03.2006;1147.48;1258.63
13.03.2006;1145.05;1255.97
10.03.2006;1136.58;1246.67
09.03.2006;1123.88;1232.75
08.03.2006;1118.31;1226.64
07.03.2006;1129.20;1237.86
06.03.2006;1140.04;1249.74
03.03.2006;1134.50;1243.68
02.03.2006;1136.55;1244.17
01.03.2006;1142.12;1248.93
28.02.2006;1129.30;1234.90
27.02.2006;1146.14;1253.32
24.02.2006;1140.31;1246.95
23.02.2006;1141.86;1248.64
22.02.2006;1147.78;1255.12
21.02.2006;1141.58;1248.33
20.02.2006;1135.02;1241.16
17.02.2006;1132.31;1238.20
16.02.2006;1128.58;1234.12
15.02.2006;1110.98;1214.87
14.02.2006;1120.87;1225.69
13.02.2006;1121.70;1226.60
10.02.2006;1119.92;1224.65
09.02.2006;1118.40;1222.98
08.02.2006;1107.62;1211.21
07.02.2006;1108.57;1212.24
06.02.2006;1108.99;1212.70
03.02.2006;1107.16;1210.69
02.02.2006;1103.73;1206.94
01.02.2006;1110.46;1214.31
31.01.2006;1103.58;1206.79
30.01.2006;1101.85;1204.89
27.01.2006;1101.51;1204.52
26.01.2006;1093.97;1196.27
25.01.2006;1083.08;1184.37
24.01.2006;1081.22;1182.33
23.01.2006;1085.39;1186.89
20.01.2006;1086.75;1188.37
19.01.2006;1094.04;1196.35
18.01.2006;1088.15;1189.91
17.01.2006;1097.02;1199.61
16.01.2006;1105.65;1209.04
13.01.2006;1101.19;1204.17
12.01.2006;1102.66;1205.78
11.01.2006;1097.19;1199.80
10.01.2006;1085.27;1186.76
09.01.2006;1093.12;1195.35
06.01.2006;1089.29;1191.15
05.01.2006;1086.03;1187.59
04.01.2006;1090.16;1192.11
03.01.2006;1078.79;1179.67
30.12.2005;1070.22;1170.30
29.12.2005;1074.43;1174.90
28.12.2005;1066.86;1166.62
27.12.2005;1065.51;1165.15
23.12.2005;1057.42;1156.30
22.12.2005;1058.38;1157.36
21.12.2005;1061.74;1161.03
20.12.2005;1053.69;1152.23
19.12.2005;1052.39;1150.80
16.12.2005;1047.48;1145.43
15.12.2005;1041.81;1139.24
14.12.2005;1048.32;1146.36
13.12.2005;1055.41;1154.11
12.12.2005;1054.99;1153.65
09.12.2005;1053.17;1151.66
08.12.2005;1052.88;1151.34
07.12.2005;1057.41;1156.29
06.12.2005;1060.01;1159.14
05.12.2005;1056.91;1155.75
02.12.2005;1056.49;1155.29
01.12.2005;1048.07;1146.08
30.11.2005;1029.61;1125.90
29.11.2005;1031.83;1128.32
28.11.2005;1028.61;1124.80
25.11.2005;1037.34;1134.34
24.11.2005;1033.62;1130.28
23.11.2005;1036.30;1133.21
22.11.2005;1032.43;1128.98
21.11.2005;1029.44;1125.71
18.11.2005;1026.87;1122.90
17.11.2005;1011.66;1106.27
16.11.2005;1002.76;1096.54
15.11.2005;1009.85;1104.29
14.11.2005;1009.31;1103.69
11.11.2005;1012.24;1106.90
10.11.2005;1000.08;1093.60
09.11.2005;995.64;1088.75
08.11.2005;996.60;1089.79
07.11.2005;995.70;1088.82
04.11.2005;988.06;1080.46
03.11.2005;989.21;1081.72
02.11.2005;976.74;1068.08
01.11.2005;973.17;1064.18
31.10.2005;964.61;1054.82
28.10.2005;943.25;1031.46
27.10.2005;947.15;1035.73
26.10.2005;956.16;1045.58
25.10.2005;950.92;1039.85
24.10.2005;947.72;1036.35
21.10.2005;937.43;1025.10
20.10.2005;942.33;1030.45
19.10.2005;935.40;1022.87
18.10.2005;953.93;1043.13
17.10.2005;952.30;1041.35
14.10.2005;951.47;1040.44
13.10.2005;950.12;1038.97
12.10.2005;960.14;1049.93
11.10.2005;967.20;1057.65
10.10.2005;965.10;1055.35
07.10.2005;961.49;1051.40
06.10.2005;964.35;1054.54
05.10.2005;975.85;1067.11
04.10.2005;979.61;1071.22
03.10.2005;973.75;1064.81
30.09.2005;962.60;1052.62
29.09.2005;956.50;1045.95
28.09.2005;961.12;1051.00
27.09.2005;953.97;1043.18
26.09.2005;955.10;1044.41
23.09.2005;946.43;1034.94
22.09.2005;940.79;1028.77
21.09.2005;947.04;1035.61
20.09.2005;957.06;1046.56
19.09.2005;952.56;1041.64
16.09.2005;954.20;1042.66
15.09.2005;946.78;1034.55
14.09.2005;942.43;1029.79
13.09.2005;938.90;1025.94
12.09.2005;944.12;1031.64
09.09.2005;940.12;1027.27
08.09.2005;938.17;1025.14
07.09.2005;939.10;1026.16
06.09.2005;929.22;1015.36
05.09.2005;920.49;1005.82
02.09.2005;920.56;1005.90
01.09.2005;921.60;1007.03
31.08.2005;915.48;1000.35
30.08.2005;911.42;995.91
29.08.2005;910.16;994.53
26.08.2005;909.01;993.28
25.08.2005;911.41;995.90
24.08.2005;919.17;1004.38
23.08.2005;924.50;1010.20
22.08.2005;932.31;1018.74
19.08.2005;932.47;1018.91
18.08.2005;927.54;1013.53
17.08.2005;932.85;1019.32
16.08.2005;935.90;1022.66
15.08.2005;935.84;1022.59
12.08.2005;935.69;1022.43
11.08.2005;939.15;1026.21
10.08.2005;939.83;1026.96
09.08.2005;931.93;1018.32
08.08.2005;930.27;1016.50
05.08.2005;926.61;1012.51
04.08.2005;929.06;1015.19
03.08.2005;933.35;1019.87
02.08.2005;932.87;1019.34
01.08.2005;925.47;1011.26
29.07.2005;923.36;1008.96
28.07.2005;925.74;1011.56
27.07.2005;918.88;1004.06
26.07.2005;913.01;997.65
25.07.2005;911.33;995.82
22.07.2005;910.52;994.92
21.07.2005;909.47;993.23
20.07.2005;910.24;994.08
19.07.2005;908.78;992.48
18.07.2005;905.94;989.38
15.07.2005;905.98;989.42
14.07.2005;905.76;989.18
13.07.2005;899.72;982.59
12.07.2005;890.74;972.78
11.07.2005;893.48;975.78
08.07.2005;885.97;967.57
07.07.2005;876.56;957.30
06.07.2005;885.46;967.02
05.07.2005;879.89;960.94
04.07.2005;880.48;961.58
01.07.2005;879.48;959.99
30.06.2005;876.70;956.95
29.06.2005;879.47;959.97
28.06.2005;872.27;952.12
27.06.2005;867.92;947.37
24.06.2005;873.81;953.80
23.06.2005;881.50;962.20
22.06.2005;882.34;962.97
21.06.2005;882.92;963.60
20.06.2005;876.24;956.31
17.06.2005;880.33;960.77
16.06.2005;880.73;961.21
15.06.2005;877.90;958.12
14.06.2005;879.46;959.82
13.06.2005;879.08;959.41
10.06.2005;873.70;953.54
09.06.2005;871.25;950.87
08.06.2005;870.04;949.55
07.06.2005;870.63;949.74
06.06.2005;863.56;942.03
03.06.2005;865.87;944.54
02.06.2005;867.99;946.85
01.06.2005;865.47;944.10
31.05.2005;853.54;931.09
30.05.2005;857.89;935.84
27.05.2005;857.97;935.93
26.05.2005;855.15;932.85
25.05.2005;849.17;926.32
24.05.2005;848.41;925.49
23.05.2005;844.44;921.16
20.05.2005;842.60;918.67
19.05.2005;841.95;917.97
18.05.2005;838.64;914.36
17.05.2005;831.82;906.47
13.05.2005;831.82;906.46
12.05.2005;833.19;907.95
11.05.2005;827.35;900.81
10.05.2005;826.84;900.25
09.05.2005;839.50;914.04
06.05.2005;840.35;914.96
04.05.2005;835.62;907.92
03.05.2005;827.28;898.86
02.05.2005;828.77;900.24
29.04.2005;820.70;891.11
28.04.2005;820.69;889.90
27.04.2005;820.47;889.67
26.04.2005;833.12;903.39
25.04.2005;832.26;902.45
22.04.2005;833.22;903.49
21.04.2005;830.17;897.75
20.04.2005;832.13;899.87
19.04.2005;838.81;905.05
18.04.2005;833.87;899.72
15.04.2005;849.45;916.54
14.04.2005;856.52;923.76
13.04.2005;857.36;924.66
12.04.2005;852.27;919.17
11.04.2005;856.29;923.51
08.04.2005;856.14;923.35
07.04.2005;856.69;923.94
06.04.2005;853.53;920.53
05.04.2005;845.25;911.60
04.04.2005;839.53;905.44
01.04.2005;845.47;911.84
31.03.2005;840.82;906.83
30.03.2005;841.23;907.27
29.03.2005;844.57;910.62
24.03.2005;842.92;908.85
23.03.2005;842.55;908.45
22.03.2005;843.04;908.98
21.03.2005;842.44;908.23
18.03.2005;839.44;905.00
17.03.2005;842.69;908.50
16.03.2005;845.23;911.24
15.03.2005;854.59;921.33
14.03.2005;849.18;915.50
11.03.2005;850.50;916.92
10.03.2005;845.75;911.80
09.03.2005;849.07;915.38
08.03.2005;851.03;917.49
07.03.2005;855.58;922.18
04.03.2005;854.83;921.36
03.03.2005;850.42;915.19
02.03.2005;851.21;914.85
01.03.2005;849.15;912.63
28.02.2005;842.22;905.19
25.02.2005;840.53;903.38
24.02.2005;832.60;894.85
23.02.2005;831.81;894.00
22.02.2005;837.79;900.43
21.02.2005;841.79;904.72
18.02.2005;842.07;905.02
17.02.2005;837.17;899.76
16.02.2005;832.88;895.15
15.02.2005;838.20;900.86
14.02.2005;836.63;899.18
11.02.2005;837.05;899.63
10.02.2005;830.26;892.33
09.02.2005;828.86;890.83
08.02.2005;832.01;894.22
07.02.2005;832.49;894.73
04.02.2005;827.88;889.78
03.02.2005;822.40;883.88
02.02.2005;820.57;881.92
01.02.2005;818.66;879.87
31.01.2005;815.64;876.62
28.01.2005;811.78;872.47
27.01.2005;814.55;875.45
26.01.2005;812.44;873.18
25.01.2005;811.97;872.68
24.01.2005;809.75;870.29
21.01.2005;808.42;868.86
20.01.2005;808.04;868.45
19.01.2005;810.18;870.76
18.01.2005;808.56;869.01
17.01.2005;811.14;871.78
14.01.2005;808.29;868.72
13.01.2005;801.45;861.37
12.01.2005;796.09;855.60
11.01.2005;803.05;863.09
10.01.2005;805.10;865.30
07.01.2005;804.88;865.05
06.01.2005;804.24;864.37
05.01.2005;802.00;861.96
04.01.2005;808.42;868.86
03.01.2005;805.87;866.12
30.12.2004;795.50;854.97
29.12.2004;795.37;854.83
28.12.2004;793.91;853.26
27.12.2004;794.44;853.84
23.12.2004;796.76;856.33
22.12.2004;795.08;854.53
21.12.2004;789.15;848.15
20.12.2004;789.77;848.82
17.12.2004;783.52;842.10
16.12.2004;788.96;847.94
15.12.2004;786.14;844.92
14.12.2004;788.73;847.70
13.12.2004;785.70;844.45
10.12.2004;779.80;838.11
09.12.2004;776.67;834.74
08.12.2004;778.33;836.52
07.12.2004;778.23;836.41
06.12.2004;773.47;831.30
03.12.2004;776.61;834.68
02.12.2004;781.01;839.40
01.12.2004;772.90;830.69
30.11.2004;765.99;823.26
29.11.2004;773.69;831.54
26.11.2004;777.05;835.15
25.11.2004;777.70;835.84
24.11.2004;772.28;830.02
23.11.2004;774.27;832.16
22.11.2004;777.80;835.96
19.11.2004;783.52;842.10
18.11.2004;789.82;848.87
17.11.2004;790.64;849.76
16.11.2004;786.47;845.28
15.11.2004;789.81;848.86
12.11.2004;791.98;851.20
11.11.2004;786.20;844.98
10.11.2004;779.39;837.66
09.11.2004;774.21;832.10
08.11.2004;775.96;833.97
05.11.2004;778.37;836.57
04.11.2004;769.54;827.08
03.11.2004;769.30;826.82
02.11.2004;762.72;819.75
01.11.2004;756.29;812.84
29.10.2004;750.09;806.17
28.10.2004;756.01;812.53
27.10.2004;755.11;811.57
26.10.2004;748.01;803.93
25.10.2004;744.88;800.58
22.10.2004;755.33;811.81
21.10.2004;752.54;808.80
20.10.2004;750.75;806.88
19.10.2004;755.66;812.16
18.10.2004;749.11;805.12
15.10.2004;749.03;805.03
14.10.2004;755.98;812.50
13.10.2004;764.66;821.83
12.10.2004;762.05;819.03
11.10.2004;767.54;824.93
08.10.2004;772.30;830.04
07.10.2004;777.66;835.80
06.10.2004;781.33;839.75
05.10.2004;780.96;839.34
04.10.2004;781.70;840.15
01.10.2004;771.73;829.43
30.09.2004;763.38;820.45
29.09.2004;769.73;827.28
28.09.2004;764.07;821.19
27.09.2004;756.94;813.53
24.09.2004;764.10;820.51
23.09.2004;765.51;822.02
22.09.2004;773.61;830.72
21.09.2004;776.52;833.85
20.09.2004;770.97;827.90
